roundid,formula1,formula2,formula3,formula4,result
1703830057.3947003,B,A,A,B,Player B
1703506933.8828483,B,A,A,B,Player B
1703868476.0888433,B,A,Null,A,Player A
1703383248.763146,A,A,Null,B,Player B
1704150481.464751,B,A,Null,B,Player B
1703012036.4263406,B,A,Null,B,Player A
1702787754.5164378,B,B,Null,B,Player B
1704342741.6352057,B,A,Null,B,Player A
1704052451.1673675,A,A,Null,B,Player B
1703054736.0058599,B,A,Null,A,Player B
1703723403.8237758,B,B,Null,B,Player B
1702806981.116623,B,B,Null,B,Player B
1703833542.0763795,B,A,Null,B,Player B
1703471309.6926575,B,A,Null,B,Player A
1703266066.9079456,B,A,B,B,Player B
1703983821.9055932,B,B,Null,B,Player A
1703836290.8751898,B,B,Null,B,Player B
1704105369.0468566,B,A,Null,A,Player B
1704167200.123563,B,A,B,B,Player B
1703404258.8480613,B,A,Null,B,Player A
1703798773.5700526,B,A,Null,B,Player A
1703172426.249232,B,A,B,B,Player A
1703970523.2759771,B,A,Null,B,Player B
1704132431.806967,B,A,A,B,Player A
1703946639.7543023,B,A,A,B,Player B
1703737816.5533576,B,B,Null,B,Player B
1703007859.9003258,B,A,A,B,Player B
1702913636.070599,B,A,Null,A,Player A
1703651906.219879,B,A,Null,B,Player A
1703390344.4917402,A,A,Null,B,Player A
1704338603.1030447,B,B,Null,B,Player B
1704119459.777427,B,A,A,B,Player B
1703648622.665594,B,A,B,B,Player B
1704292404.4521239,B,A,Null,B,Player A
1703233200.486961,B,A,B,B,Player A
1702959356.4508889,B,B,Null,B,Player A
1703710343.9471104,B,A,Null,B,Player B
1703792772.1947274,B,B,Null,B,Player A
1704004566.7600873,B,A,Null,B,Player A
1703481024.4768834,B,A,B,B,Player A
1703357862.4789913,B,A,Null,B,Player B
1703132864.427625,B,A,B,B,Player B
1703164501.679604,B,A,Null,B,Player A
1703812812.0609345,B,B,Null,B,Player A
1703582086.830767,B,A,B,B,Player A
1703565788.9502757,B,A,Null,B,Player A
1703074653.3877711,A,A,Null,A,Player A
1702820688.5031247,B,A,B,B,Player B
1704338875.3489673,A,A,Null,B,Player B
1704293239.537563,B,A,A,B,Player A
1702862995.492723,B,A,A,B,Player B
1703691402.35025,B,A,B,B,Player B
1704255579.9166934,B,A,A,B,Player B
1703687640.5745144,A,A,Null,A,Player A
1703335083.231969,B,B,Null,B,Player A
1703156165.5908787,B,B,Null,B,Player A
1704339984.413737,B,A,Null,B,Player B
1703087003.7042696,B,B,Null,B,Player B
1704153812.9507115,B,A,Null,B,Player B
1703976875.9430327,B,A,A,B,Player A
1703685221.9632735,B,A,Null,B,Player B
1703215663.7925956,B,B,Null,B,Player A
1702694119.3700752,B,A,A,B,Player A
1702956351.5540226,B,A,Null,B,Player A
1702925899.5710747,B,A,A,B,Player A
1703769707.0209525,B,B,Null,B,Player A
1702861064.661533,B,A,Null,A,Player B
1703792429.3065538,B,B,Null,B,Player B
1703939999.879002,B,A,Null,B,Player A
1703350274.174983,B,B,Null,B,Player B
1703934344.8417115,B,A,Null,B,Player A
1703875832.436805,B,B,Null,B,Player B
1704117329.0742803,B,B,Null,B,Player A
1702851154.377701,B,B,Null,B,Player B
1703884338.8495119,B,A,Null,B,Player B
1702991239.3541968,B,A,Null,B,Player A
1704040218.3178911,B,A,Null,A,Player A
1702881109.8889678,B,B,Null,B,Player B
1703552980.1829653,B,A,Null,B,Player B
1703604509.6369326,B,A,Null,B,Player B
1703522785.3440292,B,B,Null,B,Player A
1702941956.4061341,B,B,Null,B,Player A
1702942879.4146216,B,A,A,B,Player A
1703044237.4576201,B,A,A,B,Player B
1703390095.8730612,B,A,A,B,Player A
1702935319.2511437,A,A,Null,B,Player A
1703479981.4786735,B,A,Null,B,Player B
1703855962.034048,A,A,Null,B,Player A
1704028919.4294772,B,A,A,B,Player B
1704197791.2806633,A,A,Null,A,Player B
1703396671.674453,A,A,Null,B,Player A
1703285162.7206676,B,A,B,B,Player A
1703130013.073407,B,A,A,B,Player B
1704289489.4599617,B,A,Null,B,Player A
1703781853.0765939,A,A,Null,B,Player B
1703496266.5414555,B,A,Null,A,Player A
1703033082.3093646,A,A,Null,B,Player B
1702956020.8057353,B,A,Null,B,Player A
1704286786.681964,A,A,Null,B,Player A
1703070732.553257,B,A,Null,B,Player A
1704153402.6931884,A,A,Null,B,Player B
1703453173.1711037,A,A,Null,B,Player B
1704085164.1304176,B,A,B,B,Player A
1704211370.1854534,B,B,Null,B,Player B
1703764096.967661,B,B,Null,B,Player B
1703065682.2873454,B,A,B,B,Player B
1704237911.7148297,A,A,Null,B,Player B
1702923925.1449077,B,A,Null,A,Player A
1703846115.2400866,B,A,Null,A,Player A
1704335133.5347152,B,A,A,B,Player B
1704323374.0271313,B,A,Null,B,Player B
1703122850.818427,B,B,Null,B,Player A
1704286706.7677636,B,A,B,B,Player B
1704163219.1510367,B,A,A,B,Player B
1703208457.5701175,A,A,Null,B,Player A
1704005859.6884968,B,A,Null,B,Player A
1704211200.3014846,A,A,Null,B,Player A
1703178084.6994154,B,A,B,B,Player B
1704061688.8137116,B,A,B,B,Player A
1703342079.7865727,B,A,A,B,Player A
1703605091.3491912,B,A,A,B,Player B
1703336292.9387925,B,B,Null,B,Player A
1702905533.946031,A,A,Null,B,Player B
1703261497.8877382,B,A,Null,B,Player A
1703036439.8771968,B,A,Null,B,Player B
1703948751.1222334,B,A,A,B,Player B
1703948227.4428773,B,A,Null,B,Player B
1703080214.7132063,B,B,Null,B,Player A
1703197224.9558408,A,A,Null,B,Player B
1702946847.3348377,B,A,Null,A,Player B
1704189870.7632465,B,B,Null,B,Player A
1703353522.2902758,B,A,B,B,Player A
1703004068.737572,B,A,B,B,Player A
1702861714.950045,B,B,Null,B,Player A
1702881797.1922479,A,A,Null,B,Player B
1703333425.5404377,B,A,Null,A,Player A
1703018471.2086556,B,A,A,B,Player B
1702955005.81703,B,B,Null,B,Player A
1703563022.8520076,B,A,B,B,Player B
1703565959.8396702,B,A,Null,B,Player B
1703500911.8523917,A,A,Null,B,Player B
1703795874.1658134,B,B,Null,B,Player B
1703784900.4108179,B,A,Null,B,Player B
1703095060.213219,B,A,Null,B,Player B
1702825748.5400481,B,A,B,B,Player A
1704060544.6581285,B,A,B,B,Player A
1703191059.3052757,A,A,Null,B,Player B
1704171023.2569842,B,A,Null,B,Player B
1702846898.467615,B,A,Null,B,Player B
1704346885.5865805,B,B,Null,B,Player B
1703521804.1470666,A,A,Null,A,Player A
1703953040.9282365,B,A,B,B,Player A
1702996854.3101716,B,B,Null,B,Player B
1703343708.2430446,A,A,Null,B,Player B
1702788162.4788027,B,A,B,B,Player A
1704266337.4312468,B,A,Null,B,Player A
1703083360.484661,B,A,B,B,Player A
1702638433.849188,B,A,Null,A,Player B
1703978167.6787493,B,A,Null,B,Player A
1703867662.5198607,B,A,B,B,Player B
1703230992.0438104,B,A,Null,B,Player A
1703833717.8848267,B,A,A,B,Player A
1703332506.3480036,B,A,B,B,Player A
1703326807.0419126,B,A,Null,B,Player A
1704325137.5014513,A,A,Null,B,Player B
1703336117.1735744,B,A,Null,A,Player B
1703364042.923903,B,A,B,B,Player A
1703426031.7540424,B,A,Null,B,Player B
1703577451.4685826,B,A,Null,B,Player A
1704111598.272234,B,B,Null,B,Player B
1703855800.5228138,B,A,B,B,Player B
1704115124.4130304,A,A,Null,B,Player B
1703856215.851102,B,A,Null,B,Player B
1703563383.3631122,B,A,Null,A,Player A
1702786538.8009067,B,B,Null,B,Player B
1703472052.5157847,B,B,Null,B,Player B
1703053494.6586444,B,A,Null,A,Player B
1702850145.7814903,B,B,Null,B,Player A
1703759166.1169896,B,A,B,B,Player B
1703598207.2823963,B,B,Null,B,Player A
1703387707.021117,B,A,Null,B,Player A
1703197638.0544593,B,A,Null,B,Player B
1703906167.4252255,B,A,Null,A,Player A
1703369090.1016893,B,A,Null,B,Player B
1703367920.3128738,B,A,B,B,Player A
1704156386.4896975,B,A,Null,B,Player A
1703505758.4611058,B,B,Null,B,Player B
1703017995.5640614,B,A,A,B,Player A
1703771469.1209843,B,B,Null,B,Player B
1703224475.097056,B,A,A,B,Player B
1703034370.0100837,B,A,Null,B,Player B
1702988880.6948113,B,A,Null,B,Player B
1703717279.0915525,B,A,A,B,Player B
1703251003.8679583,B,B,Null,B,Player A
1703858424.0250466,A,A,Null,A,Player B
1703370647.9454646,B,A,Null,B,Player A
1703751042.945009,B,A,B,B,Player A
1703603619.28102,B,A,Null,B,Player B
1702832567.6704578,B,B,Null,B,Player A
1703649135.9731355,A,A,Null,A,Player A
1704184603.2065825,B,B,Null,B,Player B
1703971556.788548,B,A,Null,B,Player A
1703826957.619945,B,A,A,B,Player A
1703402200.1787126,A,A,Null,B,Player B
1703166728.3745832,B,A,B,B,Player B
1702961120.8082855,B,A,Null,A,Player A
1702961305.6430423,B,B,Null,B,Player A
1703958848.9706733,B,A,Null,A,Player A
1703056010.4837546,B,A,Null,B,Player A
1703362350.2714207,B,B,Null,B,Player B
1704333297.7089677,A,A,Null,A,Player A
1703339806.0603254,B,A,B,B,Player B
1703672393.2387252,B,A,A,B,Player A
1703859608.361543,B,A,B,B,Player A
1704340242.8893876,B,A,B,B,Player A
1703357210.5968442,B,A,Null,B,Player A
1703188806.4408782,A,A,Null,B,Player A
1704137830.161762,B,A,Null,B,Player A
1704317559.653498,B,A,A,B,Player B
1703226011.1893873,A,A,Null,B,Player A
1703038563.5706854,B,B,Null,B,Player A
1702805331.4914834,B,A,A,B,Player B
1703234117.5328712,B,A,A,B,Player A
1702819375.1201704,B,A,Null,B,Player B
1703125659.8500247,B,A,A,B,Player B
1703376987.3532736,B,B,Null,B,Player A
1703053093.6162407,B,A,A,B,Player B
1703814003.0399938,B,B,Null,B,Player B
1703238616.1325645,B,B,Null,B,Player A
1703050064.6389143,B,A,B,B,Player B
1704260535.4737952,B,A,A,B,Player B
1703377228.46221,B,A,B,B,Player B
1703728398.936704,B,A,Null,B,Player B
1703763822.2992668,A,A,Null,B,Player A
1703949634.3372478,B,B,Null,B,Player B
1703443806.8959024,A,A,Null,B,Player A
1702830883.3822298,B,B,Null,B,Player A
1703072510.2823164,B,A,Null,B,Player B
1703567303.046894,B,B,Null,B,Player A
1703659089.4241216,B,B,Null,B,Player A
1703588438.23213,B,A,Null,B,Player A
1703520666.1646142,A,A,Null,B,Player A
1703053333.84119,A,A,Null,B,Player A
1704324851.2313187,B,A,A,B,Player A
1703913715.3580656,B,A,A,B,Player B
1703253582.0291114,B,A,B,B,Player B
1703734139.637135,A,A,Null,B,Player A
1703590337.7218106,B,A,Null,B,Player B
1703540486.271811,B,A,Null,A,Player B
1703103457.1476326,B,A,Null,B,Player A
1704025536.2564876,B,B,Null,B,Player B
1703888348.9342287,B,A,B,B,Player B
1703017498.9095116,B,B,Null,B,Player B
1704061962.8603904,A,A,Null,B,Player B
1703982228.0697439,B,A,Null,B,Player A
1703064042.727574,B,A,B,B,Player A
1703320323.6995668,B,A,Null,B,Player A
1703816958.2532372,B,B,Null,B,Player B
1704034035.209066,B,A,Null,A,Player B
1703931081.7690954,B,B,Null,B,Player A
1703863117.1489983,B,A,A,B,Player B
1702827436.891233,B,A,Null,A,Player A
1703309765.0230129,B,B,Null,B,Player B
1702857088.1026187,B,A,B,B,Player B
1704262640.1130092,B,A,B,B,Player B
1702993734.2987537,B,A,Null,B,Player B
1702850898.8810403,B,B,Null,B,Player B
1703375978.1402235,B,A,Null,B,Player B
1702624884.5488045,B,A,B,B,Player B
1704282606.9928925,B,A,B,B,Player A
1703965712.731435,B,A,Null,B,Player B
1702941368.333299,B,A,Null,A,Player A
1703613556.961263,B,B,Null,B,Player B
1703851112.6313374,B,B,Null,B,Player A
1703549580.9479852,B,A,B,B,Player A
1703897463.895146,B,A,Null,B,Player B
1703797090.6831164,B,A,Null,B,Player A
1703488088.3529816,B,A,B,B,Player B
1703506514.8803048,B,A,Null,B,Player B
1704070513.5551827,B,A,A,B,Player B
1704210870.0277112,B,B,Null,B,Player A
1703417666.9186256,B,A,B,B,Player A
1704359550.3097258,B,B,Null,B,Player A
1704147240.3465924,A,A,Null,B,Player A
1703664031.8035696,B,A,A,B,Player B
1703334614.050874,B,B,Null,B,Player A
1703302603.5219562,B,A,Null,B,Player A
1704220670.4638689,B,B,Null,B,Player A
1702969487.2566774,B,B,Null,B,Player B
1703003384.4433022,A,A,Null,A,Player A
1704239704.5955455,B,A,Null,A,Player B
1703498670.9005208,B,A,Null,B,Player B
1704223563.5678246,B,A,Null,B,Player A
1703445485.8383958,B,B,Null,B,Player B
1704240991.588252,B,A,A,B,Player B
1703895299.8714254,B,A,A,B,Player B
1703729120.753143,B,A,B,B,Player A
1703701473.2630126,B,A,Null,B,Player A
1704295862.7907891,B,A,Null,B,Player B
1704300893.5097265,B,A,A,B,Player B
1702919981.9878552,B,B,Null,B,Player A
1703192657.2739003,B,A,A,B,Player B
1703677241.2195764,B,A,Null,B,Player B
1702642623.9141328,B,A,Null,B,Player A
1704154879.0943143,B,A,A,B,Player A
1704198715.1765087,B,A,A,B,Player B
1702923283.6678734,B,B,Null,B,Player B
1703513163.1190064,B,A,Null,B,Player A
1703831117.850467,B,A,A,B,Player B
1703932548.290223,B,A,B,B,Player A
1703678566.9736369,B,A,B,B,Player A
1703698770.5170867,B,B,Null,B,Player B
1703056847.922642,B,A,Null,B,Player B
1702955585.7804132,B,B,Null,B,Player A
1703627058.0159101,B,B,Null,B,Player A
1703998876.1386847,B,B,Null,B,Player A
1703911795.4965374,B,A,A,B,Player A
1704139065.8333771,B,A,Null,B,Player B
1703949474.0894487,B,B,Null,B,Player A
1703102390.9699965,B,B,Null,B,Player A
1702816424.8899608,A,A,Null,B,Player A
1703977540.414093,B,A,Null,B,Player A
1703512688.8801873,B,A,Null,B,Player B
1703176544.9657812,B,A,B,B,Player A
1702915419.6343062,B,A,Null,B,Player A
1704094953.2746503,B,A,A,B,Player B
1703489197.231209,B,A,A,B,Player A
1704020074.013378,B,B,Null,B,Player A
1703771225.8836582,B,A,Null,B,Player A
1703947214.7052839,B,A,Null,B,Player B
1703308571.6472132,B,A,A,B,Player B
1704360011.1652775,A,A,Null,B,Player A
1702879382.3963284,A,A,Null,B,Player B
1703097641.60614,B,B,Null,B,Player A
1703986588.408302,A,A,Null,B,Player A
1704027775.7747102,B,A,Null,B,Player A
1703562214.146806,B,A,Null,B,Player B
1703250031.8532906,B,A,Null,B,Player B
1703773318.3392377,B,A,Null,A,Player B
1703398861.9699168,B,A,Null,B,Player A
1703108630.390989,B,B,Null,B,Player A
1703206044.4299855,B,A,Null,A,Player B
1704248010.8654046,B,A,Null,B,Player A
1704322974.1960948,B,A,Null,B,Player B
1703069612.4295168,B,A,Null,B,Player B
1702800237.6826434,B,A,A,B,Player B
1703333608.1007197,B,A,Null,B,Player A
1703134956.7543972,B,B,Null,B,Player A
1703972506.0322826,A,A,Null,B,Player A
1703210217.5389223,B,A,A,B,Player A
1703690746.5678673,B,A,Null,B,Player B
1703687389.9016771,B,A,Null,B,Player A
1704360378.6305666,B,A,Null,A,Player A
1703052445.449935,B,A,Null,B,Player A
1703596754.145239,B,A,Null,B,Player B
1703094784.3087618,B,A,B,B,Player A
1703163933.59521,B,A,A,B,Player B
1702829033.440056,B,A,A,B,Player B
1704184527.9519856,B,B,Null,B,Player A
1704073894.1093245,B,B,Null,B,Player A
1703910781.2722206,B,A,Null,B,Player B
1703038982.0642853,B,A,Null,B,Player A
1702970298.7690876,B,B,Null,B,Player B
1703743280.0712025,B,A,B,B,Player A
1704270035.8956163,B,A,A,B,Player A
1704263749.076695,B,A,Null,B,Player A
1703899148.9511685,B,A,B,B,Player B
1703129275.693933,A,A,Null,A,Player A
1702641614.9412434,B,B,Null,B,Player B
1703799050.1145627,B,B,Null,B,Player A
1704179231.7954917,A,A,Null,B,Player A
1703535646.22397,B,A,Null,B,Player A
1704267509.893384,B,A,Null,B,Player A
1703806776.3974283,B,B,Null,B,Player A
1703175801.9537835,B,A,Null,B,Player A
1704328482.724219,B,A,Null,B,Player A
1703847061.3718648,B,A,Null,B,Player B
1703802997.8994012,B,A,A,B,Player A
1703079374.4471276,B,B,Null,B,Player B
1704027127.619596,B,B,Null,B,Player A
1703549297.295478,B,A,A,B,Player A
1703016906.0456686,A,A,Null,B,Player B
1703335269.2717793,B,A,Null,B,Player A
1704302738.3578455,B,A,Null,A,Player B
1704297603.0334911,B,A,Null,A,Player A
1702871717.153974,B,A,A,B,Player B
1704082347.8857236,B,B,Null,B,Player B
1703555865.682645,B,B,Null,B,Player B
1703886753.248257,A,A,Null,B,Player B
1703173024.240211,B,A,Null,A,Player B
1704032476.1339872,B,B,Null,B,Player A
1703879207.1118965,B,B,Null,B,Player B
1703636777.9739935,A,A,Null,B,Player B
1703754801.904315,B,A,Null,B,Player A
1703432839.1176748,B,A,Null,B,Player B
1704164917.6919632,B,A,A,B,Player A
1703806857.4793913,A,A,Null,B,Player A
1702806229.28076,B,B,Null,B,Player A
1703341332.1504416,B,B,Null,B,Player A
1703549112.8485918,B,B,Null,B,Player A
1703940626.83794,B,A,B,B,Player A
1704112919.9979048,B,A,Null,B,Player B
1703839867.8940666,B,A,Null,A,Player A
1704129464.0684395,B,A,Null,B,Player A
1703851352.7640631,B,A,Null,B,Player A
1703885349.549552,B,B,Null,B,Player B
1703308942.180353,B,A,Null,B,Player B
1703442673.3877711,A,A,Null,A,Player B
1702960289.9828746,B,A,Null,B,Player B
1702645977.8916042,B,A,Null,B,Player B
1703610250.0009153,B,A,Null,B,Player B
1703297333.460519,A,A,Null,B,Player A
1703596480.5096262,A,A,Null,B,Player A
1704164147.573048,B,A,Null,B,Player B
1703104729.6155336,B,B,Null,B,Player A
1703770148.0793552,B,A,B,B,Player B
1703828705.512601,B,B,Null,B,Player B
1704194271.226872,B,A,A,B,Player A
1703708920.3560429,B,A,B,B,Player A
1703231617.455925,B,A,A,B,Player A
1702856923.5657535,B,A,Null,B,Player B
1704023013.884302,B,A,Null,B,Player A
1703425126.9751842,A,A,Null,B,Player A
1703398109.7824283,B,B,Null,B,Player B
1703730680.6661112,B,A,B,B,Player B
1703036700.1745484,A,A,Null,B,Player A
1704064359.5429153,A,A,Null,B,Player B
1703209961.1444187,B,B,Null,B,Player A
1703432925.4969902,B,A,Null,B,Player B
1703172513.0949936,B,A,A,B,Player B
1702924669.1154165,B,B,Null,B,Player B
1704108847.286822,B,A,Null,A,Player A
1703805714.518903,B,B,Null,B,Player B
1703238706.096634,B,A,B,B,Player A
1702797357.3386643,B,A,A,B,Player B
1703359059.2162788,B,A,Null,A,Player A
1703803430.6340454,B,B,Null,B,Player A
1702815675.2744577,A,A,Null,A,Player B
1703900865.2219415,B,A,Null,B,Player B
1703483582.0008392,B,A,B,B,Player A
1703530619.3515918,B,A,A,B,Player B
1703188538.4639983,B,B,Null,B,Player A
1702949648.248148,A,A,Null,B,Player B
1703486481.9800544,B,A,Null,A,Player B
1703791597.8843966,B,A,Null,A,Player A
1702972561.6990788,B,A,Null,A,Player B
1702968257.0008378,B,A,A,B,Player A
1703401126.3790975,B,A,Null,B,Player B
1704212734.2124188,B,A,Null,A,Player B
1703957334.4281967,B,B,Null,B,Player B
1703618973.4469547,B,A,A,B,Player B
1703055158.7175612,B,B,Null,B,Player B
1704136531.4951262,B,A,Null,B,Player A
1703272279.0185966,B,A,Null,A,Player A
1702993818.3112705,B,B,Null,B,Player A
1702698100.640081,B,A,B,B,Player A
1704294404.7293308,A,A,Null,B,Player B
1704090792.5947504,B,A,Null,B,Player B
1703930523.913505,B,B,Null,B,Player B
1703730349.619461,B,B,Null,B,Player A
1703962825.2747,B,B,Null,B,Player B
1702781732.6606066,B,A,Null,A,Player A
1703540313.6107485,B,A,A,B,Player B
1703237898.0200508,B,A,Null,B,Player B
1704353977.722822,B,A,Null,A,Player B
1703083448.913132,B,A,B,B,Player B
1702823877.9327362,B,A,Null,B,Player A
1703421744.3961432,B,A,B,B,Player B
1703786453.193733,A,A,Null,A,Player A
1702874073.2389634,B,A,A,B,Player B
1703275494.4313571,B,A,Null,B,Player B
1702903929.4812298,B,B,Null,B,Player B
1703953685.4380016,B,B,Null,B,Player B
1704352714.38816,B,B,Null,B,Player B
1703652818.596261,B,B,Null,B,Player B
1703099605.4212415,B,A,Null,B,Player A
1703811804.5543509,B,A,B,B,Player B
1703171918.7931242,B,A,Null,B,Player A
1702953993.305018,B,A,A,B,Player B
1702950665.453282,B,A,Null,B,Player A
1703713006.462431,B,A,Null,B,Player B
1704229567.4887629,B,B,Null,B,Player A
1702809613.7166207,B,A,A,B,Player B
1704322255.0899057,A,A,Null,B,Player B
1703773556.7968314,B,B,Null,B,Player B
1702973397.7122967,B,A,A,B,Player B
1702856425.387297,B,A,Null,B,Player A
1703642570.8761425,B,B,Null,B,Player A
1704309028.3556929,B,A,B,B,Player A
1703359986.3725517,B,A,Null,B,Player B
1702698466.0823166,A,A,Null,A,Player A
1703130755.7900705,B,A,A,B,Player B
1703925898.3041897,B,A,Null,B,Player B
1704012078.5703955,B,A,Null,A,Player B
1703408411.2736747,B,A,A,B,Player B
1703165800.5501704,A,A,Null,B,Player B
1704049994.2257068,B,A,Null,B,Player A
1703494948.9056683,B,A,B,B,Player B
1703530451.578565,B,A,A,B,Player B
1703130948.53211,B,A,Null,A,Player B
1703447346.7511988,A,A,Null,A,Player B
1703399948.349614,B,A,B,B,Player A
1703450408.691089,B,A,B,B,Player A
1704280087.9957256,B,B,Null,B,Player A
1703124830.4699378,B,B,Null,B,Player A
1703454633.310386,B,A,Null,B,Player A
1703857498.0836244,B,A,Null,A,Player B
1702858727.0721538,B,B,Null,B,Player A
1703125909.0083332,B,B,Null,B,Player A
1703143305.551193,B,A,Null,B,Player B
1703322066.5502338,B,A,B,B,Player A
1704021050.4714556,B,B,Null,B,Player B
1703050756.3188107,B,B,Null,B,Player B
1703360718.3660717,B,A,Null,B,Player B
1703225126.1127586,A,A,Null,B,Player A
1702859319.9475033,A,A,Null,A,Player A
1704247674.079413,B,A,Null,B,Player B
1703501546.8194695,B,A,Null,B,Player A
1703432130.0702205,B,B,Null,B,Player B
1704138665.1705267,B,B,Null,B,Player B
1703887256.2960525,B,B,Null,B,Player A
1703790157.0944762,B,A,Null,B,Player B
1703588612.8388126,B,A,Null,B,Player B
1703564359.2623231,A,A,Null,B,Player B
1703730939.4738238,B,A,A,B,Player A
1704209323.2794201,B,B,Null,B,Player B
1704206640.359936,B,A,B,B,Player B
1703510064.5142624,A,A,Null,B,Player B
1704316619.7941277,A,A,Null,A,Player A
1703310667.1102087,B,B,Null,B,Player A
1703644407.1818762,B,A,Null,B,Player B
1703633703.8686912,B,B,Null,B,Player A
1703384926.4515457,B,A,Null,B,Player A
1703900669.3370056,B,B,Null,B,Player A
1703573225.7831132,B,B,Null,B,Player A
1704296024.4329462,A,A,Null,B,Player A
1703383900.7416534,B,A,B,B,Player A
1703301270.594664,B,A,Null,B,Player B
1703206421.9113474,B,B,Null,B,Player B
1703082988.8507922,A,A,Null,A,Player B
1704015561.4238834,B,B,Null,B,Player A
1704081103.7563488,B,A,Null,A,Player B
1703866713.9217842,B,A,Null,B,Player A
1703927821.1615822,B,A,Null,A,Player B
1702836161.4174118,B,B,Null,B,Player B
1703938871.9387777,A,A,Null,A,Player B
1704334119.3880951,A,A,Null,B,Player B
1703957506.2897568,A,A,Null,B,Player B
1703359617.7052038,B,A,A,B,Player A
1704015652.0927765,B,B,Null,B,Player A
1703779578.7850263,B,B,Null,B,Player A
1703375464.6595256,B,A,B,B,Player B
1703310039.562868,B,A,Null,B,Player B
1703379344.84171,B,A,Null,B,Player A
1703949891.200711,A,A,Null,A,Player A
1703556754.282088,B,A,Null,A,Player B
1703295463.781068,B,A,Null,B,Player B
1702866210.7370086,B,A,Null,B,Player A
1704288271.3267071,A,A,Null,B,Player A
1702940785.5370488,B,A,Null,A,Player A
1702805241.155133,B,A,Null,A,Player B
1703294079.4202511,A,A,Null,A,Player B
1704205552.705624,B,A,Null,B,Player B
1703173774.9127815,B,A,Null,B,Player A
1703433521.863703,B,B,Null,B,Player A
1703443898.4000382,B,A,Null,B,Player B
1703673315.3896046,B,A,Null,B,Player B
1704191245.6507626,B,A,Null,B,Player B
1703612136.9308002,B,A,Null,B,Player B
1703498827.2203403,B,B,Null,B,Player B
1703608320.714665,B,A,B,B,Player B
1703248007.856463,B,B,Null,B,Player A
1704174581.3110716,B,B,Null,B,Player B
1703755143.8234086,B,A,Null,B,Player A
1703241396.7200484,B,A,Null,B,Player B
1702990494.6638005,B,B,Null,B,Player B
1703619697.1303134,B,A,A,B,Player A
1704360658.9301877,B,A,Null,A,Player A
1702702596.1067472,B,B,Null,B,Player A
1704298177.956514,B,A,A,B,Player A
1703834617.2247174,B,A,A,B,Player B
1703627575.4613028,B,A,Null,B,Player A
1704015001.794578,B,B,Null,B,Player A
1703123024.6866448,A,A,Null,B,Player A
1703340845.2373369,B,B,Null,B,Player B
1703279555.749909,B,A,A,B,Player B
1702701060.9415019,B,A,Null,B,Player A
1703316512.4066486,B,A,Null,B,Player B
1704259269.0970144,B,A,Null,A,Player A
1703343546.8169413,B,A,Null,B,Player B
1703856554.430985,B,B,Null,B,Player A
1703292687.6046221,B,B,Null,B,Player B
1702841209.326011,B,A,Null,A,Player A
1702857943.0788746,B,A,Null,B,Player A
1703918286.1815932,B,A,B,B,Player A
1703806145.843109,B,B,Null,B,Player A
1703724932.6731446,B,A,Null,B,Player A
1703383434.1143515,B,A,Null,B,Player A
1703260370.2793715,B,A,Null,B,Player B
1702905101.037118,B,B,Null,B,Player A
1703669089.6059678,B,B,Null,B,Player A
1702899704.6690805,B,A,B,B,Player A
1703572960.2586706,A,A,Null,B,Player A
1703939277.8446472,B,A,A,B,Player A
1702902533.515008,B,A,Null,B,Player A
1704173848.6238155,B,A,Null,A,Player B
1702818997.1441815,A,A,Null,B,Player A
1703158615.0202055,A,A,Null,A,Player A
1703426601.6175478,B,B,Null,B,Player A
1703719853.7742019,A,A,Null,B,Player A
1704311072.9206605,B,B,Null,B,Player A
1704205830.2674246,B,A,Null,B,Player B
1703922736.2509127,B,B,Null,B,Player A
1702808755.343628,B,A,Null,B,Player A
1703405477.0932224,B,A,Null,B,Player B
1703843398.3353822,B,A,Null,A,Player A
1703644587.9027295,B,A,Null,B,Player A
1703246350.5174313,B,A,Null,B,Player A
1704343500.4322217,B,A,Null,B,Player B
1703641180.3698444,A,A,Null,A,Player A
1703282746.9425085,B,A,B,B,Player A
1703360170.4674473,B,A,Null,B,Player B
1703751225.9516377,B,A,Null,A,Player A
1703999372.780448,B,A,Null,B,Player A
1703990930.2045777,B,A,Null,A,Player B
1703160726.258548,A,A,Null,B,Player B
1704001411.7885258,B,A,A,B,Player B
1703582246.2664125,B,A,B,B,Player B
1702835372.259879,B,A,Null,B,Player A
1703558889.657991,B,A,Null,B,Player B
1704154553.59463,B,A,A,B,Player B
1703887342.046369,B,A,B,B,Player B
1703159136.8543596,B,B,Null,B,Player A
1703451887.0676742,B,A,Null,B,Player B
1704319353.7811773,A,A,Null,B,Player A
1704200981.6808753,B,A,Null,B,Player B
1703399457.0879781,B,A,A,B,Player A
1702958541.588059,B,A,Null,B,Player B
1704287708.951943,B,A,B,B,Player A
1703462747.8140671,B,A,Null,B,Player B
1702927964.1866505,B,A,B,B,Player A
1703809589.8279624,B,A,Null,B,Player A
1704084972.9851127,B,B,Null,B,Player A
1703386600.432465,B,A,B,B,Player B
1704121225.3768818,B,B,Null,B,Player A
1703100090.1527715,B,A,Null,B,Player A
1703035125.2705529,B,B,Null,B,Player A
1703966820.1298258,B,A,B,B,Player B
1703135869.710344,B,A,Null,A,Player A
1702867980.4652588,A,A,Null,A,Player A
